I_time,I_voltage,II_time,II_voltage,III_time,III_voltage,aVR_time,aVR_voltage,aVL_time,aVL_voltage,aVF_time,aVF_voltage,V1_time,V1_voltage,V2_time,V2_voltage,V3_time,V3_voltage,V4_time,V4_voltage,V5_time,V5_voltage,V6_time,V6_voltage,heart_rate_bpm
0.02,0.35474828375286327,0.02,0.32500000000000473,0.02,0.31500000000000383,0.02,0.4692791762013747,0.02,0.505000000000002,0.02,0.35971559333115916,0.02,0.37500000000000167,0.02,0.29263484798954426,0.02,0.24828211833933117,0.02,0.24652173913044023,0.02,0.24968290290945264,0.02,0.234508009153324,113.20754716981132
0.022000000000000002,0.3549918273945762,0.022000000000000002,0.32500000000000473,0.022000000000000002,0.31500000000000383,0.022000000000000002,0.4651389342922541,0.022000000000000002,0.505000000000002,0.022000000000000002,0.35913533834586997,0.022000000000000002,0.37500000000000167,0.022000000000000002,0.29209055246813204,0.022000000000000002,0.24582706766917758,0.022000000000000002,0.24572409284080315,0.022000000000000002,0.2489424648578018,0.022000000000000002,0.23386564236679255,113.20754716981132
0.024,0.3553252696959818,0.024,0.32500000000000473,0.024,0.31500000000000383,0.024,0.45947041516835746,0.024,0.505000000000002,0.024,0.3597973193854254,0.024,0.37500000000000167,0.024,0.29144818568160047,0.024,0.2436662307943819,0.024,0.24507355344884504,0.024,0.2477917620137351,0.024,0.23551977770513852,113.20754716981132
0.026000000000000002,0.355732265446227,0.026000000000000002,0.32500000000000473,0.026000000000000002,0.31500000000000383,0.026000000000000002,0.4525514874141896,0.026000000000000002,0.505000000000002,0.026000000000000002,0.36153808434129336,0.026000000000000002,0.37500000000000167,0.026000000000000002,0.290740438051656,0.026000000000000002,0.24193036940176993,0.026000000000000002,0.24432330827068222,0.026000000000000002,0.24641876430206475,0.026000000000000002,0.23974828375286658,113.20754716981132
0.027999999999999997,0.35619646943445843,0.027999999999999997,0.32500000000000473,0.027999999999999997,0.31500000000000383,0.027999999999999997,0.44410101340307495,0.027999999999999997,0.505000000000002,0.027999999999999997,0.3641941811049416,0.027999999999999997,0.37500000000000167,0.027999999999999997,0.2900000000000052,0.027999999999999997,0.24075024517816748,0.027999999999999997,0.24366132723112688,0.027999999999999997,0.2449950964367493,0.027999999999999997,0.23961098398169953,113.20754716981132
0.03,0.35670153644982294,0.03,0.32500000000000473,0.03,0.31500000000000383,0.03,0.4352664269369096,0.03,0.505000000000002,0.03,0.3681611637790179,0.03,0.37500000000000167,0.03,0.2892595619483543,0.03,0.2399771167048102,0.03,0.24353873814972773,0.03,0.24367603792089448,0.03,0.23931677018634165,113.20754716981132
0.032,0.3572311212814673,0.032,0.32500000000000473,0.032,0.31500000000000383,0.032,0.426292906178492,0.032,0.505000000000002,0.032,0.37240601503759907,0.032,0.37500000000000167,0.032,0.2885518143184099,0.032,0.23989702517162953,0.032,0.24395554102648484,0.032,0.24288002615234278,0.032,0.23903726708075157,113.20754716981132
0.034,0.3577688787185382,0.034,0.32500000000000473,0.034,0.31500000000000383,0.034,0.4174256292906203,0.034,0.505000000000002,0.034,0.3767979731938592,0.034,0.37500000000000167,0.034,0.28790944753187836,0.034,0.23880353056554915,0.034,0.24446060804184944,0.034,0.2425743707093876,0.034,0.23920725727362513,113.20754716981132
0.036000000000000004,0.35829846355018247,0.036000000000000004,0.32500000000000473,0.036000000000000004,0.31500000000000383,0.036000000000000004,0.40890977443609294,0.036000000000000004,0.505000000000002,0.036000000000000004,0.38120627656097256,0.036000000000000004,0.37500000000000167,0.036000000000000004,0.28736515201046614,0.036000000000000004,0.2378309905197826,0.036000000000000004,0.24531709709055818,0.036000000000000004,0.24272638117032252,0.036000000000000004,0.23935926773456007,113.20754716981132
0.038,0.358803530565547,0.038,0.32500000000000473,0.038,0.31500000000000383,0.038,0.40099051977770783,0.038,0.505000000000002,0.038,0.38550016345211335,0.038,0.37500000000000167,0.038,0.2869516181758797,0.038,0.23743053285387875,0.038,0.2463370382477991,0.038,0.24358287021903124,0.038,0.23974011114744004,113.20754716981132
0.04,0.3592677345537785,0.04,0.3247204968944146,0.04,0.31500000000000383,0.04,0.3947515527950338,0.04,0.505000000000002,0.04,0.38898986596927587,0.04,0.37500000000000167,0.04,0.2867015364498255,0.04,0.23715102974828875,0.04,0.2478914677999403,0.04,0.24523537103629167,0.04,0.2403170970905587,113.20754716981132
0.042,0.35967473030402364,0.042,0.32459627329193014,0.042,0.31500000000000383,0.042,0.3891337038247823,0.042,0.505000000000002,0.042,0.39213468453743533,0.042,0.37500000000000167,0.042,0.286196469434461,0.042,0.23725563909774927,0.042,0.24909447531873724,0.042,0.24707747629944957,0.042,0.2413370382477995,113.20754716981132
0.044000000000000004,0.36000817260542933,0.044000000000000004,0.32461098398169813,0.044000000000000004,0.31500000000000383,0.044000000000000004,0.38443118666231096,0.044000000000000004,0.505000000000002,0.044000000000000004,0.3956570774763042,0.044000000000000004,0.37500000000000167,0.044000000000000004,0.28573226544622954,0.044000000000000004,0.23772801569140742,0.044000000000000004,0.24996240601504313,0.044000000000000004,0.24869074861066226,0.044000000000000004,0.24261196469435065,113.20754716981132
0.046,0.3602517162471422,0.046,0.3247482837528651,0.046,0.31500000000000383,0.046,0.3809382151029779,0.046,0.505000000000002,0.046,0.3991140895717602,0.046,0.37500000000000167,0.046,0.2853252696959844,0.046,0.2385518143184096,0.046,0.25051160509971127,0.046,0.2501078783916364,0.046,0.24369074861066317,113.20754716981132
0.048,0.3603890160183093,0.048,0.3249918273945781,0.048,0.31500000000000383,0.048,0.3792285060477312,0.048,0.505000000000002,0.048,0.4023422687152711,0.048,0.37500000000000167,0.048,0.2849918273945787,0.048,0.24026969597908307,0.048,0.2507584177835949,0.048,0.25136155606407845,0.048,0.24457338999673703,113.20754716981132
0.05,0.36040372670807713,0.05,0.32532526969598385,0.05,0.31500000000000383,0.05,0.37916149068323307,0.05,0.505000000000002,0.05,0.4051781627983047,0.05,0.37500000000000167,0.05,0.2850277868584558,0.05,0.2419957502451831,0.05,0.25071918927754727,0.05,0.2524844720496946,0.05,0.2452598888525723,113.20754716981132
